# tijd (s), versnelling (m/s^2)
5.809682804674457302e+00,0.000000000000000000e+00
5.819699499165275292e+00,0.000000000000000000e+00
5.829716193656093282e+00,0.000000000000000000e+00
5.839732888146911272e+00,0.000000000000000000e+00
5.849749582637729262e+00,0.000000000000000000e+00
5.859766277128547252e+00,0.000000000000000000e+00
5.869782971619365242e+00,0.000000000000000000e+00
5.879799666110183232e+00,0.000000000000000000e+00
5.889816360601001222e+00,0.000000000000000000e+00
5.899833055091819212e+00,0.000000000000000000e+00
5.909849749582638090e+00,0.000000000000000000e+00
5.919866444073456080e+00,0.000000000000000000e+00
5.929883138564274070e+00,0.000000000000000000e+00
5.939899833055092060e+00,0.000000000000000000e+00
5.949916527545910050e+00,0.000000000000000000e+00
5.959933222036728040e+00,0.000000000000000000e+00
5.969949916527546030e+00,0.000000000000000000e+00
5.979966611018364020e+00,0.000000000000000000e+00
5.989983305509182010e+00,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00
